year,month,state,genus_species,serotypeorgenogroup,status,locationofconsumption,totalill,totalhospitalizations,totaldeaths,foodvehicle,contaminated_ingredient,serialid
2004,February,Ohio,Norovirus,,Confirmed,Other,44,,,ice,,8758
2004,February,Ohio,,,,Private home,2,0,0,,,8759
2004,October,Ohio,,,,Other,45,0,0,,,8760
2004,July,Ohio,Clostridium perfringens; Salmonella enterica,Roterberg,Confirmed; Confirmed,"Church, temple, etc; Other",57,1,0,chicken picata,,8761
2004,September,Ohio,Salmonella enterica,Hadar,Suspected,Other,20,1,0,"chicken, fried",,8762
2004,March,Ohio,,,,Restaurant - other or unknown type,5,0,0,,,8763
2004,January,Ohio,Norovirus,,Confirmed,Private home,4,0,0,"ground beef, cheeseburger",,8764
2004,December,Ohio,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,69,0,0,"gravy, unspecified; roast beef, unspecified",,8765
2004,October,Ohio,,,,Restaurant - other or unknown type,14,7,0,,,8766
2004,May,Massachusetts,,,,School,36,0,0,"fajita, chicken; orange juice, pasteurized",,8767
2004,July,Wisconsin,Salmonella enterica,Newport,Confirmed,"Nursing home, assisted living facility, home care",13,2,0,,,8768
2005,January,Ohio,Norovirus,,Confirmed,Private home; Restaurant - other or unknown type,8,0,0,"chicken, other",,8769
2004,December,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,2,1,0,"sandwich, tuna fish",,8770
2004,July,Ohio,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,22,1,0,,,8771
2004,May,Ohio,Salmonella enterica,Enteritidis,Confirmed,"Prison, jail",6,,,"chicken, raw",,8772
2004,December,Massachusetts,,,,Unknown or undetermined,11,0,0,,,8773
2004,November,North Carolina,Norovirus,,Confirmed,Unknown or undetermined,78,0,0,,,8774
2004,April,Ohio,,,,Restaurant - other or unknown type,18,0,0,,,8775
2005,January,Arkansas,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,3,3,0,"beef, jerky",Beef,8776
2004,April,Ohio,,,,Private home,19,0,0,buffet,,8777
2005,January,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3,,,"creme brulee; lasagna, beef",,8778
2005,January,Connecticut,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,7,3,0,"ground beef, unspecified",Beef,8779
2005,January,Florida,,,,Restaurant - other or unknown type,5,,,"clams, fried; squid/calamari, unspecified",,8780
2004,November,North Carolina,Norovirus,,Suspected,"Nursing home, assisted living facility, home care",60,,,,,8781
2005,January,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3,,,"spring rolls, unspecified",,8782
2004,December,California,Norovirus,,Suspected,Other,4,0,0,"chicken, unspecified",,8783
2004,August,Ohio,,,,Restaurant - other or unknown type,2,0,0,vegetable-based salads unspecified,,8784
2004,April,Ohio,,,,Restaurant - other or unknown type,8,,,,,8785
2005,January,Florida,,,,Restaurant - other or unknown type,2,,,buffet,,8786
2005,January,Florida,,,,Restaurant - other or unknown type,2,,,"chicken, teriyaki",,8787
2005,January,Florida,,,,Restaurant - other or unknown type,2,,,"chicken, fried; coleslaw",,8788
2004,October,Louisiana,Norovirus,,Suspected,Unknown or undetermined,59,,,"ground beef, other; lettuce, unspecified",,8789
2004,January,Ohio,,,,Restaurant - other or unknown type,2,1,0,,,8790
2004,May,Ohio,,,,Unknown or undetermined,4,,,"sandwich, submarine",,8791
2004,May,Ohio,Other chemical,,Suspected,Private home,3,0,0,"cake, ice cream",,8792
2004,September,Florida,,,,Restaurant - other or unknown type,42,1,,"cake, unspecified",,8793
2004,October,Florida,,,,Private home,3,,,"cereal, unspecified",,8794
2004,October,Florida,Ciguatoxin,,Confirmed,Private home,3,1,,unspecified fish,,8795
2004,October,Florida,,,,Restaurant - other or unknown type,3,,,,,8796
2004,October,Florida,,,,Restaurant - other or unknown type,2,,,,,8797
2004,October,Florida,,,,Restaurant - other or unknown type,3,,,,,8798
2004,October,Michigan,,,,Restaurant - other or unknown type,14,1,0,lettuce-based salads unspecified,,8799
2004,November,Florida,,,,Restaurant - other or unknown type,2,,,,,8800
2004,November,Florida,,,,Restaurant - other or unknown type,6,,,lettuce-based salads unspecified,,8801
2004,December,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,8802
2004,December,Florida,Bacillus cereus,,Suspected,Private home,9,,,"rice, yellow",,8803
2004,December,Florida,,,,Private home,4,,,"pizza, unspecified",,8804
2004,December,New York,Norovirus,,Suspected,Restaurant - other or unknown type,12,0,0,,,8805
2004,December,Florida,,,,Restaurant - other or unknown type,3,,,"fish sandwich, unspecified",,8806
2004,December,Florida,,,,Restaurant - other or unknown type,3,,,picadilla,,8807
2005,January,Florida,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,7,1,0,"eggs, unspecified; french-toast, unspecified",Eggs,8808
2004,November,Ohio,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,7,2,0,,,8809
2004,December,Ohio,Norovirus,,Confirmed,Private home,6,,,,,8810
2004,April,Ohio,,,,Restaurant - other or unknown type,5,0,0,,,8811
2004,April,Ohio,,,,Restaurant - other or unknown type,4,0,0,"sausage, unspecified",,8812
2004,June,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,14,0,0,,,8813
2004,February,New Jersey,Norovirus,,Suspected,Private home,17,,,,,8814
2004,February,New Jersey,,,,"Workplace, not cafeteria",6,,,"tuna, unspecified",,8815
2004,October,Ohio,Staphylococcus aureus,,Confirmed,Private home; Restaurant - other or unknown type,132,12,0,"ice cream, commercial",,8816
2004,March,New Jersey,,,,"Hospital; Workplace, not cafeteria",9,1,,,,8817
2004,March,Texas,,,,Other,4,0,0,"oysters, raw",,8818
2004,December,Louisiana,,,,Private home,12,1,0,"chips, unspecified; dips, unspecified",,8819
2004,March,Texas,,,,"Prison, jail",170,0,0,,,8820
2004,October,Texas,,,,Restaurant - other or unknown type,11,,,"tomato, unspecified",,8821
2004,January,Ohio,Norovirus,,Confirmed,Other,80,,0,"crackers, unspecified",,8822
2004,February,Texas,,,,Private home,5,,,"chicken, other",,8823
2004,July,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,20,0,0,,,8824
2004,April,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,5,0,0,,,8825
2004,April,Texas,Campylobacter jejuni,,Confirmed,Unknown or undetermined,9,0,0,green salad,,8826
2004,March,New Jersey,Norovirus,,Suspected,Other,13,,,,,8827
2004,May,New Jersey,Norovirus,,Suspected,Other,50,0,,green salad,,8828
2004,May,Texas,Norovirus,,Confirmed,Unknown or undetermined,27,,,"sandwich, unspecified",,8829
2004,June,New Jersey,Norovirus,,Suspected,Other,28,,,,,8830
2004,May,Texas,,,,Restaurant - other or unknown type,5,0,0,caesar salad,,8831
2004,June,Texas,,,,Restaurant - other or unknown type,8,0,0,,,8832
2004,July,New Jersey,Bacillus cereus,,Suspected,Restaurant - other or unknown type,7,,,"pasta, unspecified",,8833
2004,June,Texas,,,,Unknown or undetermined,98,,,,,8834
2004,November,Texas,,,,Other,46,,,,,8835
2004,September,Iowa,Norovirus,,Confirmed,Restaurant - other or unknown type,13,,0,,,8836
2004,July,Texas,,,,Unknown or undetermined,25,,,,,8837
2005,January,New York,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,2,2,0,"ground beef, hamburger",Beef,8838
2004,April,Missouri,,,,Restaurant - other or unknown type,9,0,0,,,8839
2005,February,Maryland,,,,"Workplace, not cafeteria",3,0,0,,,8840
2004,November,Pennsylvania,Norovirus,,Confirmed,Unknown or undetermined,32,20,0,,,8841
2004,November,Pennsylvania,Norovirus,,Confirmed,Unknown or undetermined,34,0,0,,,8842
2004,August,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Picnic; Private home,16,1,1,"eggs, unspecified; potato salad",,8843
2004,November,Ohio,,,,Restaurant - other or unknown type,3,0,0,,,8844
2004,February,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,4,0,0,"pizza, unspecified",,8845
2004,August,Ohio,,,,Restaurant - other or unknown type,13,,,,,8846
2004,April,Missouri,Campylobacter unknown,,Suspected,Other,5,1,0,,,8847
2004,December,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Private home; Restaurant - other or unknown type,3,1,,,,8848
2004,November,Pennsylvania,Giardia lamblia,,Confirmed,Unknown or undetermined,4,0,0,,,8849
2005,February,Illinois,,,,Restaurant - other or unknown type,4,0,0,,,8850
2004,December,North Carolina,Norovirus,,Confirmed,Private home; Restaurant - other or unknown type,5,0,0,,,8851
2004,April,Ohio,,,,Other,4,0,0,"doughnuts, unspecified",,8852
2004,December,Pennsylvania,Norovirus,,Suspected,Unknown or undetermined,33,1,0,,,8853
2005,February,Illinois,,,,Restaurant - other or unknown type,7,,,,,8854
2004,December,Pennsylvania,Norovirus,,Suspected,Unknown or undetermined,12,,,,,8855
2004,December,Pennsylvania,Norovirus,,Suspected,Unknown or undetermined,12,0,0,,,8856
2004,September,New Jersey,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,11,1,,"steak, prime rib",,8857
2005,January,Ohio,Norovirus,,Suspected,Private home; Restaurant - other or unknown type,5,0,0,,,8858
2004,April,Maryland,,,,Other; Private home; Restaurant - other or unknown type,16,1,0,yogurt sauce,,8859
2004,September,Maryland,,,,Restaurant - other or unknown type,6,0,0,,,8860
2005,January,Maryland,,,,Restaurant - other or unknown type,2,0,0,pinto beans,,8861
2004,November,Maine,,,,Other,5,0,0,egg-in-muffin-style sandwich,,8862
2004,January,Maine,,,,Other,7,0,0,"pizza, unspecified",,8863
2004,December,Pennsylvania,Norovirus,,Confirmed,Unknown or undetermined,156,0,0,,,8864
2005,January,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,12,,,,,8865
2005,January,Ohio,,,,Private home,4,,,"pizza, meat",,8866
2004,September,Pennsylvania,Norovirus,,Suspected,Restaurant - other or unknown type,8,1,0,"romaine lettuce, unspecified; tomato (see fruit); vidalia onion",,8867
2005,January,Ohio,Norovirus,,Suspected,Other,3,0,0,,,8868
2004,July,Maine,Salmonella enterica,Hartford,Confirmed,Unknown or undetermined,4,1,0,,,8869
2004,August,Pennsylvania,Norovirus,,Suspected,Picnic,400,0,0,pasta salad,,8870
2004,July,Maine,Salmonella enterica,,Confirmed,Unknown or undetermined,5,0,0,,,8871
2010,October,Puerto Rico,,,,,23,0,0,pork,,8872
2005,January,New York,Norovirus,,Suspected,Restaurant - other or unknown type,25,0,0,"bread, white",Bread,8873
2004,December,New York,,,,Private home; Restaurant - other or unknown type,12,0,0,,,8874
2005,January,Ohio,Norovirus,,Confirmed,"Workplace, not cafeteria",12,0,0,"sandwich, submarine",,8875
2005,February,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,3,0,0,chicken and rice,,8876
2005,February,Ohio,Norovirus,,Suspected,Restaurant - other or unknown type,2,0,0,,,8877
2005,February,Ohio,,,,Restaurant - other or unknown type,4,0,0,"sandwich, chicken",,8878
2005,February,Tennessee,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,34,9,0,"chicken, other; ground beef, cheeseburger",,8879
2004,March,Ohio,,,,Private home,2,,,"chicken, other",,8880
2004,October,Ohio,Clostridium perfringens,,Suspected,Other,15,,,"sandwich, turkey",,8881
2004,December,Florida,Clostridium perfringens,,Confirmed,"Church, temple, etc",63,1,0,"chicken, BBQ",,8882
2004,January,Ohio,Salmonella enterica,Thompson,Confirmed,Restaurant - other or unknown type,7,3,0,"steak, prime rib",,8883
2004,April,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,67,,,lettuce-based salads unspecified,,8884
2004,October,Ohio,,,,Private home,29,0,0,"sandwich, submarine",,8885
2005,February,Ohio,,,,Restaurant - other or unknown type,3,0,0,"green beans, unspecified",,8886
2005,February,Illinois,,,,Restaurant - other or unknown type,4,0,0,,,8887
2004,November,Ohio,,,,School,12,0,0,"burrito, chicken",,8888
2004,December,New Jersey,Norovirus,,Suspected,"Nursing home, assisted living facility, home care",100,2,,,,8889
2004,May,New Jersey,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,1,,"ground beef, hamburger",Beef,8890
2001,August,Florida,,,,"Workplace, not cafeteria",4,0,0,,,8891
2001,March,Florida,Clostridium perfringens,,Confirmed,"Prison, jail",39,0,0,"beef, creamed/chipped",Beef,8892
2001,May,Florida,,,,Restaurant - other or unknown type,28,0,0,,,8893
2005,February,Delaware,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,15,0,0,,,8894
2004,December,New York,,,,Restaurant - other or unknown type,15,0,0,,,8895
2004,November,New York,,,,Restaurant - other or unknown type,6,0,0,,,8896
2004,October,New York,Norovirus,,Suspected,School,97,3,0,"egg salad/egg salad sandwich; pork, chops; potato, mashed",Eggs; Pork; Root,8897
2004,May,California,Salmonella enterica,Montevideo,Confirmed,Private home,9,0,0,,,8898
2004,November,Michigan,,,,Restaurant - other or unknown type,5,0,0,"taco, unspecified",,8899
2004,December,Michigan,,,,Restaurant - other or unknown type,4,0,0,"pizza, meat",,8900
2004,December,Michigan,,,,Restaurant - other or unknown type,4,0,0,"chicken, other",,8901
2004,December,Michigan,,,,Other; Restaurant - other or unknown type,17,0,0,,,8902
2004,December,Wyoming,Norovirus,,Confirmed,Restaurant - other or unknown type,36,1,0,,,8903
2004,July,Wyoming,Campylobacter unknown,,Confirmed,Private home,6,1,0,"whole milk, unpasteurized",,8904
2004,November,New Jersey,Norovirus,,Confirmed,Restaurant - other or unknown type,34,0,,,,8905
2004,February,Ohio,,,,Private home,2,0,0,"sausage, other",,8906
2004,November,California,Salmonella enterica,Thompson,Confirmed,Other,100,0,0,"chicken, other",Chicken,8907
2004,February,Ohio,Norovirus,,Confirmed,"Private home; Workplace, not cafeteria",33,0,0,"sandwich, submarine",,8908
2004,December,New Jersey,,,,"Church, temple, etc",29,,,,,8909
2004,September,California,Norovirus,,Suspected,Restaurant - other or unknown type,5,1,0,"cake, chocolate; garden salad",,8910
2004,October,New Jersey,Shigella flexneri,,Confirmed,Restaurant - other or unknown type,6,3,0,coleslaw; macaroni salad; potato salad,,8911
2004,January,Ohio,,,,Restaurant - other or unknown type,12,0,0,"pizza, unspecified",,8912
2004,February,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,0,,,8913
2004,August,California,Other bacterial,,Suspected,Restaurant - other or unknown type,2,0,0,,,8914
2004,September,California,Norovirus,,Suspected,Restaurant - other or unknown type,9,0,0,,,8915
2004,December,Ohio,,,,Restaurant - other or unknown type,14,,,,,8916
2004,February,Ohio,,,,Private home,6,0,0,,,8917
2004,November,California,Norovirus,,Suspected,Restaurant - other or unknown type,10,0,0,caesar salad,,8918
2004,October,California,Norovirus,,Suspected,Restaurant - other or unknown type,4,0,0,creme brulee; sashimi,,8919
2004,February,Ohio,,,,Private home,2,0,0,"pizza, unspecified",,8920
2004,November,California,Norovirus,,Suspected,Restaurant - other or unknown type,8,0,0,,,8921
2004,March,Massachusetts,,,,School,224,0,0,"tortilla, unspecified",,8922
2005,January,Georgia,Norovirus,,Suspected,Restaurant - other or unknown type,7,0,0,,,8923
2004,December,California,Staphylococcus aureus,,Suspected,School,10,0,0,,,8924
2004,December,California,Norovirus,,Suspected,Private home,8,0,0,,,8925
2004,December,Florida,,,,Restaurant - other or unknown type,39,,,,,8926
2004,July,California,Norovirus,,Suspected,Restaurant - other or unknown type,46,0,0,,,8927
2003,August,Georgia,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3,0,0,alligator,,8928
2004,December,Florida,Norovirus,GII / undefined cluster by sequence,Confirmed,School,232,,,,,8929
2004,May,California,Salmonella enterica,Hadar,Confirmed,Restaurant - other or unknown type,17,3,0,,,8930
2004,December,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,6,0,0,"potato, mashed",,8931
2004,December,California,Clostridium perfringens,,Suspected,Other,225,,0,"meat, unspecified",,8932
2004,December,California,Norovirus,,Suspected,Restaurant - other or unknown type,5,0,0,multiple foods,,8933
2004,November,New Jersey,,,,Other,23,2,0,,,8934
2004,November,New Jersey,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,4,0,"lettuce, unspecified",,8935
2004,December,Missouri,Norovirus,,Suspected,Other,13,0,0,,,8936
2004,May,Wyoming,,,,Restaurant - other or unknown type,16,,,,,8937
2004,October,New Jersey,Norovirus,,Suspected,"Nursing home, assisted living facility, home care",56,,,,,8938
2004,May,New York,Norovirus,,Suspected,Private home,11,0,0,"cookies, unspecified",Other baked goods,8939
2004,November,Iowa,Clostridium perfringens,,Confirmed,"Church, temple, etc; Private home",200,0,0,"turkey, baked",,8940
2004,November,New Jersey,,,,Restaurant - other or unknown type,39,3,0,,,8941
2004,August,Hawaii,Salmonella enterica,Schwarzengrund,Confirmed,"Church, temple, etc",3,0,0,,,8942
2004,October,Hawaii,Salmonella enterica,Montevideo,Confirmed,Private home; Restaurant - other or unknown type,48,2,0,,,8943
2004,November,Iowa,Clostridium perfringens,,Suspected,"Workplace, not cafeteria",25,0,0,"turkey, baked",,8944
2004,February,New York,Salmonella enterica,Thompson,Confirmed,Private home; Restaurant - other or unknown type,11,2,0,,,8945
2004,November,Florida,,,,Restaurant - other or unknown type,40,,,"pizza, unspecified",,8946
2004,October,Florida,,,,Day care center,17,,,"chicken, roasted",,8947
2004,June,Florida,,,,Private home,16,,,,,8948
2005,February,Oregon,,,,Restaurant - other or unknown type,10,0,0,,,8949
2004,December,Kansas,,,,Restaurant - other or unknown type,2,,,,,8950
2005,January,Kansas,Norovirus,Unspecified,Suspected,School,56,,0,,,8951
